source,fetched_at,version,file_name,type,page_number,review_id,title,comment,rating,author,author_id,date,verified,helpful_votes,review_link,variant.Style,variant,text,text.paragraphs,text.tables,category,description,budgeted,actual,variance,variance_pct,status,notes,amount,type,running_balance,receipt,goal_name,target,saved,remaining,progress,eta,month,income,expenses,savings,net_flow,savings_rate,text.column_1,text.column_2,text.full_text,price,link,page_scraped,year,awards,nominations,best_picture,year_scraped,raw,preprocessed
API Source,2026-03-26 16:38:31.848,1,api_reviews.json,api,,R2O2F3NGFN5HGP,Love my Ninja,The best blender/ food processor out there. It does everything it advertises and is super easy to clean. We use ours almost daily. Its very convenient to have a machine with so many uses but takes up minimal space.,5,LWilliams,AFRJHLPBOCHNLBGVRESSMLBSPRUA,"Reviewed in the United States on March 14, 2026",True,One person found this helpful,https://www.amazon.com/gp/customer-reviews/R2O2F3NGFN5HGP,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 16:38:31.849,1,api_reviews.json,api,,R25ZCO4HAK2V5I,Awesomeness,"Amazing, simply amazing. I've always wanted a Ninja, is made preparing and blending so easy. It's design is made tough. The price while I little high for my blood is worth the quality. Blending is quicker and the texture of my protein shakes is much less chalky now.",5,Kaila Shakespeare,AGCLS2HL6O5RX3IT2NNBCFZHI6BA,"Reviewed in the United States on March 4, 2026",True,,https://www.amazon.com/gp/customer-reviews/R25ZCO4HAK2V5I,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/pdf/student_finance_normal.pdf,2026-03-26 16:38:31.962,1,student_finance_normal.pdf,pdf,,,,,,,,,,,,,,"Student Finance Manager
Comprehensive Financial Guide for Students
Introduction
Managing finances as a student is one of the most critical life skills you can develop. With
tuition fees, rent, food, and unexpected expenses competing for a limited budget, the Student
Finance Manager application helps you track every transaction, plan monthly budgets, and
gain insight into your spending habits through detailed reports and analytics.
This document serves as both a user guide and a financial reference, providing students with
practical templates, example data, and recommended strategies for financial wellness
throughout their academic career.
Figure 1: Monthly Budget Overview – Sample Dashboard
Income Sources
Students typically receive income from several sources throughout the academic year.
Understanding and categorising these income streams is the first step toward effective
budgeting. Common sources include scholarships, part-time employment, parental support,
student loans, and freelance work.
Table 1: Monthly Income Sources (with borders)
Income Source Monthly Amount (BAM) Frequency Notes
Part-time Job 450.00 Monthly Café, 3 shifts/week
Scholarship 300.00 Monthly Merit-based award
Parental Support 250.00 Monthly Fixed allowance
Freelance Work 150.00 Irregular Web design projects

Student Loan 200.00 Semester Repayable after grad.
TOTAL 1,350.00 — Average monthly
Monthly Expenses
Tracking expenses is equally important as monitoring income. The Student Finance Manager
categorises expenses into fixed costs (rent, utilities) and variable costs (food, entertainment).
Students are encouraged to review their spending weekly and adjust their habits accordingly.
Figure 2: Expense Categories Breakdown (Pie Chart)
Table 2: Expense Breakdown by Category (no borders)
Category Budget (BAM) Actual (BAM) Difference Status
Rent & Utilities 400.00 400.00 0.00 3 On Track
Groceries & Food 200.00 230.00 -30.00 n Over
Transport 80.00 65.00 +15.00 3 Under
Books & Supplies 60.00 90.00 -30.00 n Over
Entertainment 70.00 55.00 +15.00 3 Under
Health & Personal 50.00 48.00 +2.00 3 Under
Savings 150.00 120.00 -30.00 n Short
TOTAL 1,010.00 1,008.00 +2.00 3 On Track
Savings Strategies
Building a savings habit early in your student life creates a financial safety net for
emergencies and future goals. Even saving 10–15% of your monthly income can accumulate
to a significant amount by graduation. The Student Finance Manager includes a dedicated
savings tracker to help you visualise progress toward your goals.

Figure 3: Savings Trend – 12-Month Projection
Financial Wellness Tips
(cid:127) Set a realistic budget at the start of each month and review it weekly.
(cid:127) Use the 50/30/20 rule: 50% needs, 30% wants, 20% savings.
(cid:127) Avoid impulse purchases — wait 24 hours before any non-essential buy.
(cid:127) Cook at home whenever possible; meal prep saves both time and money.
(cid:127) Take advantage of student discounts on software, transport, and entertainment.
(cid:127) Track every transaction, no matter how small — small leaks sink big ships.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/pdf/student_finance_twocol.pdf,2026-03-26 16:38:32.039,1,student_finance_twocol.pdf,pdf,,,,,,,,,,,,,,"Student Finance Manag
Monthly Budget Report
This report summarises the financial activity of a typical
student over one academic month. Data is pulled directly
from the Student Finance Manager database and reflects
real-time transaction entries categorised by type.
Students are encouraged to import their bank statements
monthly and reconcile them against their logged
transactions to ensure accuracy and completeness.
Income Summary
Total monthly income reached 1,350 BAM, with part-time
employment contributing the largest share (33%),
followed by scholarship funds (22%) and parental support
(19%). Freelance work provided supplemental income of
150 BAM.
Source Amount %
Part-time Job 450 BAM 33%
Scholarship 300 BAM 22%
Parental 250 BAM 19%
Freelance 150 BAM 11%
Student Loan 200 BAM 15%
Total 1,350 BAM 100%
Figure 1: Income sources comparison
Expense Analysis
Fixed expenses (rent, utilities) accounted for 40% of total
spending, while food and transport together represented
another 29%. Discretionary spending on entertainment
and personal items remained within budget at 10%.
The biggest overspend was in the Books & Supplies
category, where unexpected course materials pushed
costs 50% above the original allocation.
Student Finance Manager | Academic Year 2024-2025

– Financial Newsletter
Expense Breakdown
Category Budget Actual
Rent & Utils 400 400
Food 200 230
Transport 80 65
Books 60 90
Entertainment 70 55
Health 50 48
Savings 150 120
TOTAL 1,010 1,008
Savings Performance
This month's savings fell short of the 150 BAM target, with
only 120 BAM set aside. The shortfall was primarily
caused by the overspend in food and books categories. A
revised budget has been proposed for the following
month.
Figure 2: 6-month savings trend
Recommendations
Budget Adherence: Review spending every Sunday
and compare against weekly targets.
Emergency Fund: Target 3 months of expenses
(approx. 3,000 BAM) saved by year end.
Food Costs: Introduce meal planning and reduce
eating out to max. twice per week.
Income Growth: Pursue one additional freelance
project per month to boost income.
Key Financial Metrics
Page 1

Student Finance Manag
Metric Value
Savings Rate 8.9%
Net Cash Flow +342 BAM
Debt Ratio 14.8%
Budget Score 87/100
Student Finance Manager | Academic Year 2024-2025

– Financial Newsletter
Page 2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/word/student_finance_report.docx,2026-03-26 16:38:32.062,1,student_finance_report.docx,word,,,,,,,,,,,,,,,"Student Finance Manager

Personal Financial Report – Academic Year 2024/2025

1. Introduction

The Student Finance Manager is a personal budgeting and financial tracking application designed specifically for university students. It enables users to log income and expenses, set savings goals, generate monthly reports, and gain a clear picture of their financial health throughout their academic career. This Word document demonstrates the kind of structured financial report that can be generated and parsed by the application's document processing module.

Python-docx is used to read, parse, and extract data from reports like this one. The parser iterates through paragraphs, tables, and runs to extract structured financial data that is then saved to MongoDB for further analysis and visualisation.

2. Budget Overview

Figure 1: Monthly Budget Overview Dashboard

The budget overview shows a balanced financial picture for the current month. Total income of 1,350 BAM covers all essential expenses with a projected surplus of 342 BAM, of which 120 BAM will be directed to the emergency savings fund.

3. Income Statement

Table 1: Monthly Income Sources

4. Expense Breakdown

Figure 2: Expense Categories – Visual Breakdown

Table 2: Monthly Expense Tracker (No Borders)

5. Savings Goals & Progress

Figure 3: 12-Month Savings Trend and Goal Projection

The student's primary savings goal is to accumulate an emergency fund of 3,000 BAM by the end of the academic year. Current progress stands at 1,440 BAM (48%), with consistent monthly contributions of 120-150 BAM. At this pace, the goal will be reached within 13 months. A secondary goal of saving 500 BAM for a laptop upgrade has been completed ahead of schedule.

6. Recent Transactions

Table 3: Last 10 Transactions (with borders)

7. Monthly Summary & Recommendations

Figure 4: Income vs Expense Comparison by Category

Reduce grocery spending by 15% through meal planning and batch cooking.

Reallocate the transport savings (+15 BAM) directly to the emergency fund.

Apply for one additional scholarship opportunity this semester.

Complete one more freelance project per month to reach 300 BAM freelance income.

Review subscription services and cancel any unused recurring payments.","Income Source | Monthly (BAM) | Frequency | Category | Notes
Part-time Café Job | 450.00 | Monthly | Employment | 3 shifts/week
Merit Scholarship | 300.00 | Monthly | Grant | GPA ≥ 8.5 required
Parental Allowance | 250.00 | Monthly | Family Support | Fixed amount
Freelance Web Design | 150.00 | Irregular | Self-employment | Per project
Student Loan | 200.00 | Per Semester | Loan | Repayable post-grad
TOTAL | 1,350.00 | Monthly avg. | — | —
Category | Budgeted (BAM) | Actual (BAM) | Variance | Status
Rent & Utilities | 400.00 | 400.00 | 0.00 | On Track
Groceries & Food | 200.00 | 230.00 | -30.00 | Over Budget
Transport | 80.00 | 65.00 | +15.00 | Under Budget
Books & Supplies | 60.00 | 90.00 | -30.00 | Over Budget
Entertainment | 70.00 | 55.00 | +15.00 | Under Budget
Health & Personal | 50.00 | 48.00 | +2.00 | Under Budget
Savings Contribution | 150.00 | 120.00 | -30.00 | Shortfall
TOTAL | 1,010.00 | 1,008.00 | +2.00 | On Track
Date | Description | Category | Amount (BAM) | Type
2025-03-20 | Café paycheck | Employment | +450.00 | Income
2025-03-18 | Supermarket | Food | -85.50 | Expense
2025-03-17 | Bus monthly pass | Transport | -35.00 | Expense
2025-03-15 | Scholarship deposit | Grant | +300.00 | Income
2025-03-14 | University textbook | Books | -42.00 | Expense
2025-03-12 | Freelance invoice #7 | Self-empl. | +150.00 | Income
2025-03-10 | Cinema ticket | Entertainment | -12.00 | Expense
2025-03-08 | Gym membership | Health | -25.00 | Expense
2025-03-05 | Savings transfer | Savings | -120.00 | Savings
2025-03-01 | Rent payment | Housing | -400.00 | Expense",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.104,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,INCOME,Part-time Employment,450.0,460.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.105,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,INCOME,Merit Scholarship,300.0,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.106,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,INCOME,Parental Allowance,250.0,250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.107,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,INCOME,Freelance Work,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.107,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,INCOME,Student Loan (monthly split),200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.108,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Rent & Utilities,400.0,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.108,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Groceries & Food,200.0,230.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.109,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Transport,80.0,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.109,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Books & Supplies,60.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.110,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Entertainment,70.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.111,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Health & Personal,50.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.112,1,student_finance_data.xlsx,excel_budget,,,,,,,,,,,,,,,,,EXPENSE,Savings Contribution,150.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.129,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-20,,,,,,,,,Employment,Café paycheck – March,,,,,,,450.0,Income,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.129,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-18,,,,,,,,,Food,Konzum supermarket,,,,,,,-85.5,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.130,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-17,,,,,,,,,Transport,Bus monthly pass,,,,,,,-35.0,Expense,,No,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.131,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-15,,,,,,,,,Grant,Merit scholarship – March,,,,,,,300.0,Income,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.131,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-14,,,,,,,,,Books,Python Programming textbook,,,,,,,-42.0,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.132,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-12,,,,,,,,,Freelance,Freelance invoice #7,,,,,,,150.0,Income,,No,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.132,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-10,,,,,,,,,Entertainment,Cinema with friends,,,,,,,-12.0,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.132,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-08,,,,,,,,,Health,Gym membership,,,,,,,-25.0,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.133,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-05,,,,,,,,,Savings,Savings fund transfer,,,,,,,-120.0,Transfer,,No,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.133,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-03-01,,,,,,,,,Housing,Apartment rent – March,,,,,,,-400.0,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.134,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-02-28,,,,,,,,,Family,Parental allowance,,,,,,,250.0,Income,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.135,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-02-25,,,,,,,,,Utilities,Electricity bill,,,,,,,-55.0,Expense,,No,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.137,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-02-22,,,,,,,,,Employment,Café paycheck – February,,,,,,,420.0,Income,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.138,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-02-20,,,,,,,,,Misc,University library fine,,,,,,,-8.0,Expense,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.139,1,student_finance_data.xlsx,excel_transactions,,,,,,,,2025-02-18,,,,,,,,,Education,Online course subscription,,,,,,,-29.0,Expense,,No,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.139,1,student_finance_data.xlsx,excel_transactions,,,,,,,,SUMMARY,,,,,,,,,,Total Income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.157,1,student_finance_data.xlsx,excel_savings_goals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emergency Fund,3000.0,1440.0,,,13 month(s),,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.158,1,student_finance_data.xlsx,excel_savings_goals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Laptop Upgrade,500.0,500.0,,,1 month(s),,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.158,1,student_finance_data.xlsx,excel_savings_goals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Summer Holiday,800.0,220.0,,,5 month(s),,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.159,1,student_finance_data.xlsx,excel_savings_goals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Masters Tuition,5000.0,750.0,,,35 month(s),,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.159,1,student_finance_data.xlsx,excel_savings_goals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Car Down Payment,2000.0,180.0,,,15 month(s),,,,,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.176,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oct 2024,1200.0,980.0,90.0,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.177,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nov 2024,1250.0,1010.0,100.0,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.177,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dec 2024,1100.0,1050.0,50.0,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.178,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jan 2025,1350.0,1000.0,120.0,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.178,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Feb 2025,1320.0,990.0,115.0,,,,,,,,,,,,,,,
../../data/raw/excel/student_finance_data.xlsx,2026-03-26 16:38:32.179,1,student_finance_data.xlsx,excel_trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mar 2025,1350.0,1008.0,120.0,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.964,1,api_reviews.json,api,,RYDWBH5RPKGBH,Powerful and versatile — love it!,"The Ninja Kitchen System has been an amazing addition to my kitchen. The 72 oz. blender is incredibly powerful and handles smoothies, frozen fruit, and even ice with no problem at all. The 8-cup food processor bowl is also fantastic, it chops and mixes evenly, making meal prep so much faster and easier. I love how versatile it is. Having the blender, food processor, and individual cups all in one system saves space and does everything I need. The only small downside is that when using the individual cups, it’s pretty loud. It’s not a deal breaker for me because it works so well, but just something to be aware of. Overall, it’s a strong, reliable machine that delivers great results.",5,Poenix33,AH2I2FNZLBC2YZGU76HSULW6E2FQ,"Reviewed in the United States on February 24, 2026",True,14 people found this helpful,https://www.amazon.com/gp/customer-reviews/RYDWBH5RPKGBH,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.970,1,api_reviews.json,api,,R3HIEYXVQFRUBV,"Powerful, Versatile & Worth Every Penny!","I absolutely love this Ninja Kitchen System! It’s very powerful and blends everything smoothly in seconds. I use it for smoothies, sauces, chopping vegetables, and even making dough — and it handles everything perfectly. The 8-cup food processor bowl is a great size for family meals. It’s easy to clean, sturdy, and feels high quality. The blades are super sharp, so be careful when washing. Definitely a great investment for any kitchen. Highly recommend!",5,Samira,AGIYMLDXELN6NGPUDUKSQIM5V4ZQ,"Reviewed in the United States on February 27, 2026",True,14 people found this helpful,https://www.amazon.com/gp/customer-reviews/R3HIEYXVQFRUBV,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.973,1,api_reviews.json,api,,R34W2534W0ZOJG,Great performance and affordable!,"I’ve been using this blender for a while now, and overall it’s a great blender for the price. I wanted to share an honest review based on my experience using it for 3 years. This blender is powerful. It easily crushes ice and frozen fruit, and it makes very smooth smoothies, frozen drinks, and sauces. I like that it can handle tough ingredients without leaving big chunks behind. It also comes with a large 72oz pitcher, which is great for making multiple servings at once, plus two single cups that are convenient for quick smoothies on the go. Cleanup is simple since most parts are dishwasher safe, and the controls are straightforward and easy to use. For the price, its great compared to more expensive brands. The biggest downside is noise. This blender is loud, especially when crushing ice or blending frozen ingredients. If you’re sensitive to noise or live with others, it’s something to consider. Also replacing the pitcher is quite expensive, almost as expensive as the whole product so have that in mind if you break things often like me.",5,Anyella P.,AEIWQPJQEWROMDNC6VBTTGYCZH3Q,"Reviewed in the United States on February 13, 2026",True,6 people found this helpful,https://www.amazon.com/gp/customer-reviews/R34W2534W0ZOJG,Pitcher + (2) 16 oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.974,1,api_reviews.json,api,,R2ST6OORNLR2CO,Great blender,"Love this blender, it works great, very durable, simple design, easy to use, and very easy to clean",5,Kayla,AEZPXPPMWXC5XQKDUYHJPLHRFL4A,"Reviewed in the United States on March 12, 2026",True,One person found this helpful,https://www.amazon.com/gp/customer-reviews/R2ST6OORNLR2CO,Pitcher + (2) 16 oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.975,1,api_reviews.json,api,,R1US3JR30EI3OL,Does It All – Smoothies to Chopping,"We love this blender and food processor. It’s great for smoothies, chopping veggies, and even baking prep like carrot cake. The motor is powerful, and it does a really good job with chopping and blending without leaving chunks behind. Having the food processor and blender in one system saves counter space and actually gets used regularly in our kitchen. Very happy with this purchase.",5,Amazon Customer,AGJOJ5AS7NJ5BEYUXLBYD7K4NAJA,"Reviewed in the United States on February 17, 2026",True,7 people found this helpful,https://www.amazon.com/gp/customer-reviews/R1US3JR30EI3OL,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.976,1,api_reviews.json,api,,REULXRRQQ7CRE,Blender is better than my Vitamix!,"Maturity is being able to admit that the Ninja blender works way better than the Vitamix. I bought a Vitamix a few years ago, but my roommate at the time had a Ninja also, and I remember the Ninja working really well. So I bought myself a Ninja, and I’m LOVING it! No more “bumping the bubble” (what we called it when I worked at Jamba Juice a million years ago) because the blades that run all the way up the cup seem to really prevent that phenomenon. I also love that the blade is removable so I can clean everything really well. So far I’ve only used the large blender, not the individual cups or the food processor. I will say that I already have a Ninja food processor that I love, and (sadly) the separate processor has/does more than this one. Had I realized that, I probably would have bought just the blender since I’m hesitant to replace the bigger/better processor with this one simply for the sake of saving space. Nevertheless, this entire system was less than my single Vitamix AND it works better for me, so overall I’m extremely happy with this purchase. Removed one star for the lack of attachments/limited usability of the processor.",4,LESLIE H.,AFFWRT7DUS5JV6NXHGQQD3FNRNZQ,"Reviewed in the United States on February 26, 2026",True,10 people found this helpful,https://www.amazon.com/gp/customer-reviews/REULXRRQQ7CRE,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.977,1,api_reviews.json,api,,R2O2F3NGFN5HGP,Love my Ninja,The best blender/ food processor out there. It does everything it advertises and is super easy to clean. We use ours almost daily. Its very convenient to have a machine with so many uses but takes up minimal space.,5,LWilliams,AFRJHLPBOCHNLBGVRESSMLBSPRUA,"Reviewed in the United States on March 14, 2026",True,One person found this helpful,https://www.amazon.com/gp/customer-reviews/R2O2F3NGFN5HGP,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.984,1,api_reviews.json,api,,R25ZCO4HAK2V5I,Awesomeness,"Amazing, simply amazing. I've always wanted a Ninja, is made preparing and blending so easy. It's design is made tough. The price while I little high for my blood is worth the quality. Blending is quicker and the texture of my protein shakes is much less chalky now.",5,Kaila Shakespeare,AGCLS2HL6O5RX3IT2NNBCFZHI6BA,"Reviewed in the United States on March 4, 2026",True,,https://www.amazon.com/gp/customer-reviews/R25ZCO4HAK2V5I,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.986,1,api_reviews.json,api,,RYDWBH5RPKGBH,Powerful and versatile — love it!,"The Ninja Kitchen System has been an amazing addition to my kitchen. The 72 oz. blender is incredibly powerful and handles smoothies, frozen fruit, and even ice with no problem at all. The 8-cup food processor bowl is also fantastic, it chops and mixes evenly, making meal prep so much faster and easier. I love how versatile it is. Having the blender, food processor, and individual cups all in one system saves space and does everything I need. The only small downside is that when using the individual cups, it’s pretty loud. It’s not a deal breaker for me because it works so well, but just something to be aware of. Overall, it’s a strong, reliable machine that delivers great results.",5,Poenix33,AH2I2FNZLBC2YZGU76HSULW6E2FQ,"Reviewed in the United States on February 24, 2026",True,14 people found this helpful,https://www.amazon.com/gp/customer-reviews/RYDWBH5RPKGBH,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
API Source,2026-03-26 17:17:31.987,1,api_reviews.json,api,,R3HIEYXVQFRUBV,"Powerful, Versatile & Worth Every Penny!","I absolutely love this Ninja Kitchen System! It’s very powerful and blends everything smoothly in seconds. I use it for smoothies, sauces, chopping vegetables, and even making dough — and it handles everything perfectly. The 8-cup food processor bowl is a great size for family meals. It’s easy to clean, sturdy, and feels high quality. The blades are super sharp, so be careful when washing. Definitely a great investment for any kitchen. Highly recommend!",5,Samira,AGIYMLDXELN6NGPUDUKSQIM5V4ZQ,"Reviewed in the United States on February 27, 2026",True,14 people found this helpful,https://www.amazon.com/gp/customer-reviews/R3HIEYXVQFRUBV,Pitcher + Bowl + (2) 16-oz. Cups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
